"CountryName","Year","GDPCapita","RenewEnergyPct","GGTonnesCapita"
"South Africa",2012,7.56368410334739,0.169338140808662,8.60670227894155
"Spain",2012,29.5087822260003,0.157452779323123,7.44568196868376
"Sri Lanka",2012,3.28616861143409,0.608586843808416,1.49098248679711
"Sudan",2012,1.66835249659712,0.639678587066101,13.0456297032172
"Sweden",2012,52.5198565348027,0.499131719386059,6.90883529363968
"Switzerland",2012,74.8236613001013,0.226829471706078,6.7661670641646
"Tanzania",2012,0.754385396184341,0.881735242247949,4.83810641792998
"Thailand",2012,5.48839619067671,0.230230560779748,6.55724534811068
"Togo",2012,0.517126881167067,0.727104869014529,3.39953748859997
"Trinidad and Tobago",2012,15.8965605177017,0.00324166135288906,45.6987813229638
"Tunisia",2012,4.13749200706933,0.130479095374502,3.6855494175026
"Turkey",2012,10.851574259176,0.128350349822689,5.95383993131566
"Ukraine",2012,3.15397504028998,0.028335707961044,8.88069748970375
"United Arab Emirates",2012,35.9330595738021,0.00133041001442044,22.8860941353301
"United Kingdom",2012,38.9293084565094,0.0435069563220353,9.19587165638831
"United States",2012,49.4811586539983,0.0791839642846153,20.196712931449
"Uruguay",2012,12.9132596921367,0.463742560180793,10.07957585334
"Uzbekistan",2012,1.54798156043462,0.0237391619326812,5.95219906277472
"Venezuela, RB",2012,14.5148127778856,0.111975413131122,9.44326124131371
"Vietnam",2012,1.4596373688229,0.355792424877634,3.49810683210056
"Yemen, Rep.",2012,1.08073087834143,0.0100075568537744,1.64469596865434
"Zambia",2012,1.55711323465631,0.881521280758613,21.6584360059811
"Zimbabwe",2012,0.800378144497998,0.756025323245236,4.94716229247577
